YearsExperience,Salary
3.3,49524.67
13.4,80354.34
1.8,45533.11
14.7,83994.45
11.2,73169.45
1.2,43993.05
12.0,76340.9
10.9,73044.0
13.7,81447.19
8.3,64910.04
10.1,70085.37
15.0,85418.68
11.3,73772.54
14.2,82583.08
1.5,44430.87
10.3,71346.75
11.4,74313.64
11.3,73681.53
13.7,81585.05
7.8,63363.1
12.0,76193.73
2.0,45535.66
6.1,58304.71
7.5,62955.51
9.1,66918.7
14.6,83565.42
14.8,84395.24
3.2,49952.34
13.3,79417.43
6.0,57861.76
2.3,46879.88
1.1,43236.44
4.0,51637.42
3.8,51014.06
13.0,79238.92
2.2,46434.45
9.0,67188.88
10.5,71762.78
8.9,67136.81
8.6,66062.79
13.2,79709.79
5.9,57802.9
13.4,80693.1
14.2,83011.76
14.5,83921.02
10.2,70750.41
6.1,58308.78
10.0,69713.56
8.1,64266.44
14.6,83781.2
5.4,56037.12
3.3,50274.82
11.0,72558.69
6.6,59728.42
8.6,65432.82
9.3,67493.49
4.9,54709.0
12.0,76095.99
6.7,59778.65
7.8,63254.19
8.1,64788.54
2.9,48474.36
11.8,75138.51
12.9,78770.65
8.3,64712.23
4.6,54104.48
4.5,53676.67
13.1,79640.81
1.0,43068.93
10.5,71774.68
8.8,66684.8
1.7,45284.44
3.5,50884.36
2.8,48502.59
14.0,81629.14
14.6,83511.01
14.7,84539.87
13.6,80571.7
6.9,60831.7
14.2,82753.13
2.5,47472.28
8.6,65797.56
14.0,82223.45
9.9,69318.05
5.0,54555.97
11.6,74873.44
2.4,46820.12
12.6,77695.3
6.1,58613.34
2.1,45946.59
5.1,55450.5
6.3,59026.05
4.8,54227.89
9.8,69149.45
2.4,47683.07
12.8,78231.5
11.5,74060.93
3.6,50387.37
13.2,79527.83
3.0,49407.42
8.7,66102.54
12.8,78110.89
7.7,62807.15
7.8,63877.56
3.6,51252.38
5.9,57356.63
11.9,75710.34
3.6,50876.63
9.8,69410.4
11.4,74067.17
4.1,52526.46
1.3,44193.17
8.0,64317.64
12.4,77470.89
11.4,74476.02
12.0,76428.17
3.1,49730.12
9.1,67426.48
4.3,52809.7
3.3,49446.96
2.6,47342.61
9.7,69167.73
11.8,75773.01
4.0,51919.11
5.3,55426.9
10.7,71842.46
13.7,80959.3
6.7,59802.68
8.9,66277.05
13.0,78669.35
1.6,44491.53
1.0,42880.29
9.4,68068.55
13.4,80539.45
13.5,80951.93
5.9,57349.1
2.5,47592.03
10.2,70333.88
13.8,81087.13
11.4,74597.07
4.9,54919.01
7.7,63449.06
2.0,45586.11
14.0,82442.71
13.2,79272.62
2.8,48761.97
9.7,69003.52
4.8,54652.0
4.0,51989.24
6.6,59464.01
14.3,83045.05
11.9,75752.67
11.1,73072.9
2.4,46774.99
4.0,51617.51
5.1,55453.7
6.6,60029.04
13.7,81103.08
5.6,56997.05
14.2,82526.36
8.2,65080.93
5.1,54994.61
5.9,57587.49
13.8,81724.24
9.8,69002.41
5.9,57500.73
9.8,69567.05
7.6,62392.64
13.3,79745.76
13.4,80285.97
8.5,65829.78
3.2,50073.81
9.4,68281.46
10.9,72836.49
11.4,73745.4
3.4,49775.64
6.9,60815.24
4.4,52942.21
14.9,84469.91
3.0,49389.32
2.9,48219.99
3.3,49993.25
2.5,47143.94
15.0,85498.35
9.3,68126.23
5.8,57557.23
14.2,82617.13
1.6,45018.91
11.3,73709.37
15.0,85226.73
2.7,48246.28
11.3,74291.43
9.1,67388.54
11.7,75106.32
10.0,69766.68
3.4,50427.2
8.1,64614.34
7.2,61669.22
8.3,64567.96
11.3,73651.08
13.6,80828.97
12.1,76047.48
7.3,61988.41
3.5,50176.69
3.1,49404.87
12.7,78375.48
1.0,43130.87
9.0,67212.46
8.6,65644.32
4.8,54203.91
10.5,71304.16
11.6,74822.62
5.1,55409.02
7.0,61424.62
15.0,85266.69
4.8,54628.6
1.9,45550.64
2.1,46092.21
1.5,44109.98
2.4,47344.9
8.0,64035.17
3.9,51548.07
7.0,60655.87
14.6,84214.61
5.5,56057.74
4.0,52445.86
5.5,56195.02
13.1,79558.25
13.4,80664.46
14.9,84965.41
7.7,63323.61
2.2,46548.17
3.8,50900.75
11.1,73576.94
4.6,53521.45
1.7,45451.38
9.9,69375.5
6.5,59086.35
14.7,83784.96
9.4,68254.8
8.1,64704.77
6.5,59576.46
3.8,50971.46
3.6,50513.65
7.2,62042.77
13.9,81883.94
12.8,78846.96
3.2,49709.94
7.4,62689.38
2.4,47537.61
5.8,57875.74
5.1,55636.16
9.8,69411.15
13.7,80607.3
4.5,53109.26
12.3,76638.33
6.6,59755.74
5.6,57088.1
12.3,76636.52
6.2,58248.54
4.1,52487.58
3.7,50628.98
3.5,50385.68
5.6,56949.04
6.3,58762.14
4.0,52244.91
6.1,58276.52
14.4,83395.34
4.2,52992.83
14.6,83417.92
4.2,52996.08
2.8,48357.6
5.0,55244.5
8.8,66088.81
7.5,62826.03
4.7,54488.32
7.3,62174.04
9.5,68129.77
3.6,50317.27
14.6,84194.23
3.2,49901.54
8.8,66097.63
8.2,64755.43
10.2,70690.45
6.9,61034.05
5.8,57826.44
1.1,43348.36
11.9,75460.82
3.5,50545.16
1.5,44973.86
3.9,51520.86
5.0,54968.34
14.7,83745.84
1.9,45812.71
13.2,79220.33
8.2,64112.12
13.0,79481.52
4.5,53396.42
7.9,63501.62
6.1,58304.76
8.7,66398.53
13.5,80627.41
9.3,67510.65
13.0,79158.78
6.6,59874.61
8.1,64087.33
4.5,53428.81
3.6,50901.76
1.5,44742.98
5.8,56901.17
6.9,61166.68
1.9,45672.27
13.7,81269.98
9.8,69611.13
6.1,58788.52
14.9,84865.36
8.8,65952.97
7.4,61821.68
4.4,53188.35
4.4,53612.64
8.3,65162.62
2.6,47494.01
2.5,47609.21
12.7,78112.91
4.2,52849.25
1.4,43819.3
3.7,51077.99
3.4,49912.55
5.7,56814.6
3.1,49325.84
11.1,73634.43
15.0,84663.04
4.6,53468.49
5.6,56703.65
1.8,44902.28
3.1,49233.7
12.9,78928.32
3.6,51221.42
2.0,45881.61
13.8,81495.62
8.1,63954.22
9.5,68854.56
4.5,53231.37
10.8,72345.06
4.3,52522.01
4.0,51886.48
6.6,59829.11
13.5,80134.47
12.0,75881.13
11.3,73793.89
7.4,61703.66
3.0,49017.53
3.3,50252.7
4.5,53828.47
9.6,68791.58
3.6,50722.29
12.5,77481.03
5.6,56839.9
2.4,46775.37
14.5,83436.23
13.9,81498.98
10.8,72150.8
8.0,64192.84
2.4,47378.6
12.9,78749.74
2.7,48199.74
8.1,64631.6
6.9,60556.98
10.7,72028.12
2.0,46279.78
15.0,85432.34
1.4,43711.65
9.4,68026.15
3.4,50036.68
14.5,83441.23
13.1,79512.44
11.5,74280.13
10.6,71960.14
3.6,50925.68
1.0,42654.02
4.3,53089.62
1.3,43973.98
11.7,75397.53
14.5,83172.98
10.1,70023.6
4.9,54544.82
9.4,68218.03
2.7,47763.36
10.8,72803.77
8.9,67026.35
10.7,72106.77
3.8,51469.12
6.5,59391.25
15.0,85237.61
10.6,71862.44
12.7,78161.8
8.6,65720.3
4.6,53964.08
2.1,45830.14
9.8,69887.0
4.6,53822.48
5.8,56972.86
2.7,48585.11
13.1,78971.31
8.6,65590.37
2.8,48827.81
11.5,74632.8
13.9,81662.83
8.5,65752.87
5.5,56766.13
5.6,56463.63
8.6,66022.29
7.3,62066.06
3.8,51112.13
13.0,79132.88
12.0,75942.69
10.9,72512.24
5.3,55560.86
4.3,52861.12
6.3,58646.0
8.7,66230.49
6.9,60619.04
14.5,83619.24
10.4,71059.74
10.5,71971.23
13.0,79090.17
3.6,50559.59
8.6,65903.43
14.5,83376.84
13.4,80159.84
13.2,79927.23
13.0,79135.31
14.1,82265.49
6.5,59242.95
8.0,64483.43
3.1,49334.3
14.3,82794.49
14.0,81542.62
6.3,58850.43
1.0,42588.5
10.3,70441.72
7.6,62791.16
12.4,77066.46
12.7,78034.56
2.6,48232.68
2.5,47799.82
7.0,60836.76
10.0,69507.28
11.5,74322.27
14.1,82248.18
4.3,53195.85
2.6,47853.97
12.5,77948.54
7.6,63043.96
4.0,51589.07
5.9,58064.33
11.6,74409.52
8.2,64830.67
6.2,58772.96
13.3,79859.37
13.9,81502.44
13.7,80948.43
1.9,45311.7
9.5,68593.11
10.2,70668.82
5.2,55486.13
7.9,63511.61
2.8,48598.02
1.7,45564.12
9.7,68978.18
4.0,52475.14
1.9,45201.45
8.4,65696.61
9.0,67412.15
11.2,73529.41
13.0,79348.03
1.6,44472.36
3.5,50492.43
5.3,56066.76
10.7,72103.72
14.2,82960.69
1.2,43430.27
12.7,77785.42
12.9,78339.64
15.0,85405.01
6.1,58540.46
5.5,56185.7
5.0,54740.53
7.7,63292.3
12.7,78059.01
11.3,74216.22
3.4,50630.13
10.1,70671.63
2.4,47608.13
3.8,51352.41
2.2,46961.52
2.4,47394.35
6.7,59959.66
9.8,69554.45
10.9,73158.71
13.3,80266.27
13.5,80370.47
14.2,82694.75
5.7,57263.69
5.9,57570.07
6.7,60484.45
5.6,56927.13
12.3,76871.31
10.5,71005.39
2.3,47170.06
4.6,53344.67
4.7,53771.5
6.5,59876.66
2.7,47938.61
14.1,82485.93
5.5,56062.06
7.8,63319.86
14.7,84421.34
7.2,61142.21
13.7,80885.47
14.3,83032.46
3.6,51041.12
12.1,76368.65
13.5,80339.02
14.6,83736.53
10.7,71721.78
10.2,70228.58
7.0,61350.58
8.7,65784.38
15.0,85111.9
11.2,73474.39
1.1,43360.86
12.1,76203.04
4.3,52764.12
8.2,64186.92
5.2,55388.78
6.8,60471.68
13.3,79971.06
13.5,80966.69
4.9,54645.96
1.5,44434.02
12.0,75812.84
5.1,54811.09
5.4,56215.07
1.7,44821.08
5.4,56464.61
6.0,57622.1
10.5,71842.99
1.0,42891.2
3.3,49450.39
3.4,50023.67
10.7,72385.69
4.7,53763.8
12.9,78475.64
10.5,71713.62
4.0,52384.12
7.5,62638.61
9.2,67890.77
1.8,45796.28
5.4,56210.99
14.8,84666.74
5.2,55327.78
13.9,81729.38
12.9,78809.16
13.5,80495.76
8.4,65310.78
14.4,82833.84
7.1,61078.06
12.3,77205.08
10.4,71565.27
5.0,55006.39
4.5,53118.1
5.6,56383.63
2.8,47937.3
13.2,79991.4
12.1,76646.29
10.3,70428.9
9.4,68047.94
1.1,43272.9
8.4,65292.43
14.2,83008.8
2.6,47458.57
8.9,66761.14
5.1,55718.38
14.4,83588.01
8.6,65539.55
1.1,42805.05
13.7,81331.46
14.7,83757.31
5.7,56708.65
1.5,44993.19
10.2,70354.51
10.1,70379.08
2.6,47712.01
7.3,62084.01
5.4,56251.81
12.6,77311.38
1.9,46137.04
7.0,60502.17
1.4,44626.75
14.3,83060.25
3.5,50717.38
14.7,83622.4
5.8,57725.85
12.8,78495.4
14.4,83222.56
6.1,57980.97
14.3,83335.07
7.7,63587.68
2.8,48342.2
11.2,73713.68
8.1,64218.45
14.4,82911.26
3.5,50126.46
1.7,44812.21
9.2,68003.17
1.1,43234.3
3.8,51778.41
14.0,81561.3
8.4,64971.57
2.1,46059.69
12.0,76038.27
13.0,79035.56
14.6,83807.44
10.7,72015.31
3.8,51437.27
14.5,83560.28
2.4,47419.17
12.3,77009.15
9.8,69533.23
11.6,75146.25
3.1,49106.23
3.3,49540.29
10.5,71475.12
9.5,68144.84
8.3,65283.97
13.6,80768.28
12.6,77925.22
8.2,64251.82
2.4,47071.23
10.5,71845.2
13.6,81206.94
7.4,62607.16
12.0,75924.87
7.7,62797.42
11.6,74573.57
13.8,81778.78
13.2,79433.85
6.4,58974.21
9.9,69410.88
8.8,66191.47
9.8,69589.96
4.5,53506.18
2.6,47513.67
9.4,68286.74
5.2,55765.59
10.0,69902.82
1.7,45189.81
11.4,74605.72
9.1,66861.56
2.5,47585.33
1.1,43262.75
13.7,81140.87
10.9,72725.71
8.3,64736.1
6.3,59063.59
8.7,66363.04
9.6,68887.79
8.4,65200.84
1.4,43914.06
9.4,67952.18
3.2,49260.78
1.7,45125.52
14.8,84199.64
6.2,58645.98
4.8,54865.63
4.1,51800.88
11.4,74040.45
13.7,80613.04
7.5,62826.18
9.8,68943.0
14.5,83736.58
5.9,57565.93
5.6,56832.68
9.1,67420.29
10.0,69500.29
6.6,59803.23
8.3,64452.34
9.0,67063.07
9.7,68834.1
14.2,82326.42
12.5,77611.39
1.5,44809.49
8.3,64471.81
12.7,77678.21
13.9,81311.95
11.7,74895.71
10.0,70270.05
5.8,57612.89
13.9,81519.09
3.8,51197.26
3.4,50620.7
14.0,81677.19
10.2,70155.31
1.5,44761.83
8.6,65687.55
12.4,77095.72
9.7,68839.37
8.4,65619.32
4.6,53774.9
14.6,83317.06
12.8,77942.29
14.8,84809.42
11.9,75312.49
9.8,69227.52
12.2,76600.85
12.6,77519.7
5.1,55237.54
6.1,57989.74
14.2,82486.11
3.4,49777.82
13.4,79805.72
8.3,64729.75
13.2,79365.9
14.0,81734.61
7.4,61970.62
14.0,82046.57
2.2,46640.45
14.4,83292.73
7.3,61576.73
12.1,76401.0
12.7,77713.93
11.2,73243.34
15.0,85342.4
5.8,57254.34
3.3,49710.88
2.1,45892.09
9.9,69553.72
5.9,57749.67
11.3,73548.64
7.7,62888.42
11.8,75241.03
9.7,68716.8
1.1,43359.47
13.5,80117.16
10.6,71412.43
3.7,51576.47
9.4,68021.15
11.7,75500.31
2.6,48206.02
3.5,50328.77
12.9,78744.59
5.9,57651.63
5.8,57539.46
11.5,74965.87
8.8,66690.33
6.2,58377.09
2.3,47076.61
12.8,78806.67
4.1,52686.12
12.8,78746.1
9.0,66995.04
9.0,66546.64
10.6,72226.53
12.2,76896.22
4.5,53227.72
10.2,71074.58
7.0,61469.83
12.5,77817.53
5.3,55415.92
3.0,49420.45
5.1,54844.06
10.9,72479.62
1.3,43618.41
13.1,79611.16
14.0,82163.59
13.1,79216.07
6.8,59913.85
11.8,75605.81
14.3,82777.97
14.9,84365.84
11.5,74360.29
13.6,80632.79
2.4,47483.82
12.9,78487.04
12.4,77349.5
6.8,60471.74
7.6,62645.38
9.0,67000.29
2.2,46362.71
7.1,61664.38
11.1,73191.26
6.1,58719.39
12.0,76275.64
14.3,82457.02
3.6,50520.01
5.1,54890.18
3.3,49613.02
8.3,64664.69
7.5,62851.84
8.0,64174.65
2.6,47300.69
12.9,78582.09
9.4,67830.01
3.9,51802.27
2.1,46399.52
7.1,61787.21
14.8,84548.71
6.7,60194.72
7.3,62135.58
3.1,49100.99
8.1,64259.63
1.7,44662.49
12.6,77632.69
11.2,73742.44
14.0,81909.37
5.3,56195.1
1.2,43244.18
13.9,81486.69
10.7,72446.04
3.1,48957.2
2.3,47310.29
12.2,77037.59
2.1,46477.78
12.0,76244.11
7.1,61063.03
2.8,48049.45
10.2,70284.22
8.6,66225.21
2.4,47123.73
10.3,71228.14
1.3,43526.28
5.2,55221.57
5.9,58137.71
7.3,61680.41
9.3,68297.63
1.5,44135.67
13.3,80264.52
13.7,80838.57
10.3,71154.02
13.7,81219.28
12.6,77574.57
10.0,69614.7
8.5,65219.7
10.1,70252.02
11.7,75566.75
13.5,80063.86
6.1,58071.16
1.7,45379.04
12.3,76634.82
6.0,58477.78
6.1,57805.89
10.4,71040.28
6.8,60445.2
7.0,61233.15
9.5,68764.3
12.8,78117.03
7.8,63486.48
7.4,62622.5
9.8,69745.23
12.0,75520.12
11.8,75673.28
12.5,77490.85
6.7,59975.47
2.3,47122.1
2.8,48876.45
14.0,81868.3
9.4,68066.84
7.3,62198.15
14.3,83171.73
12.6,78009.91
12.7,78510.69
6.9,60470.68
14.2,82853.47
10.5,71175.58
6.5,59729.36
5.3,55732.98
14.1,82721.85
1.7,44608.31
10.7,72194.32
9.0,67452.69
14.4,83699.23
8.0,64348.2
4.0,52188.04
13.7,80662.75
4.2,52230.81
14.6,83966.23
14.6,83301.21
6.2,58327.77
13.6,80408.37
1.4,43972.62
12.4,77498.93
5.3,55433.03
13.6,80848.67
10.0,70420.67
2.0,46066.85
4.7,53775.07
3.4,50537.32
1.4,44183.47
2.9,49059.13
13.6,80314.79
12.0,76070.42
8.7,65736.04
10.2,70358.63
3.2,49538.12
3.6,50440.24
8.7,65650.15
13.1,79046.04
1.1,42970.03
9.9,69657.96
13.0,79297.52
1.4,44337.17
4.4,53337.51
6.4,59504.93
14.3,82535.75
12.0,75888.87
3.5,50254.2
14.4,83138.64
9.0,66997.56
11.5,74692.07
1.4,44618.58
10.1,70513.04
8.8,66029.84
6.1,58016.05
5.7,56667.0
3.6,50996.91
8.0,64189.1
9.9,69263.1
9.5,68698.39
6.7,60505.17
8.7,65700.06
13.0,78550.36
9.9,69601.46
12.1,76795.87
7.5,62934.55
11.9,76054.55
9.5,68310.38
10.2,71019.62
10.4,71039.58
13.9,81470.2
6.6,59415.98
3.5,50165.43
14.7,84081.73
3.8,51384.41
3.6,50988.78
11.8,75625.47
14.3,82556.57
11.8,74929.76
9.1,67016.92
10.8,72752.08
8.0,63816.19
6.1,58640.2
7.5,62626.78
11.7,75582.49
8.5,65695.82
9.4,68227.1
5.9,57226.08
4.4,53107.18
7.9,63307.47
12.1,76277.02
5.6,56432.26
12.3,77379.35
8.0,63709.9
4.5,53986.88
7.3,61435.5
4.2,53009.9
8.3,65230.69
8.4,65660.9
11.8,75072.65
5.5,56554.83
8.0,64225.51
8.8,66141.49
6.1,58173.22
7.8,63822.18
6.9,60855.39
1.3,43701.8
3.4,50632.96
7.7,62893.04
7.6,62658.62
11.7,74692.91
10.8,72002.47
7.0,60603.68
6.6,60050.44
1.0,43089.18
3.9,51477.68
6.4,59100.5
13.4,80142.59
14.0,82122.61
12.5,77432.83
11.1,72909.14
6.9,60992.99
2.1,46478.55
4.2,52983.0
7.4,61974.96
6.4,59359.72
11.4,74464.35
3.3,49693.9
10.7,72552.7
5.2,56090.31
9.6,68684.51
8.2,64507.52
10.4,70818.02
14.0,82461.89
6.2,58837.64
9.2,67633.54
14.1,82478.83
7.8,63253.83
4.9,54244.84
13.1,79419.9
7.0,61003.54
9.5,68032.87
14.1,81857.65
6.7,60589.68
2.4,47024.03
2.9,48635.84
13.6,81284.31
4.5,53601.0
6.2,58884.25
9.0,66672.46
14.0,81943.62
7.7,63494.38
10.6,72061.2
8.2,64999.27
5.4,56556.92
5.9,58191.81
12.6,77343.8
13.3,79456.86
12.1,75866.1
1.2,43762.02
12.9,78779.99
12.3,76661.97
1.4,44325.93
7.2,61595.6
4.6,53521.74
4.9,54201.52
5.4,55808.54
3.4,50126.28
2.2,46227.31
3.0,49061.73
10.7,72033.02
13.1,79696.09
7.6,62755.75
3.4,50688.67
9.4,68655.67
7.8,63636.36
1.0,43285.29
10.8,71973.6
9.6,68437.75
10.5,71177.14
12.6,78268.98
4.0,52279.37
10.9,72254.72
6.3,58511.71
3.8,51817.3
3.9,51630.03
6.2,58619.41
8.4,65430.52
8.8,66455.44
12.4,77126.56
9.9,69222.71
7.1,61450.32
14.5,83379.89
12.2,76980.23
11.5,74141.69
14.6,83711.91
6.7,60195.6
10.6,71525.34
14.1,82229.14
4.3,53300.37
10.0,70156.91
2.0,46158.31
4.7,54433.12
6.2,58974.14
10.1,70137.26
7.2,61835.65
3.9,51396.86
10.5,71987.3
8.1,64011.35
12.4,76760.05
12.3,77195.91
1.8,45740.6
2.1,45836.36
1.6,44760.56
3.8,51509.68
12.4,76715.85
2.5,47310.65
1.5,44446.24
10.0,69651.07
13.7,81283.1
12.4,76848.89
7.1,61356.8
9.8,69758.49
5.6,56658.64
9.8,69352.86
1.8,45543.17
12.3,76671.65
2.4,47362.59
10.0,70410.01
4.1,52190.73
11.1,72938.39
14.5,83408.36
3.2,49822.22
5.6,57186.2
14.1,82684.27
3.8,51159.5
6.5,59264.49
9.7,69483.22
2.4,47690.16
4.2,52994.26
13.6,81233.83
8.9,66580.24
12.9,79075.39
5.7,57425.17
9.2,67907.82
12.6,78194.78
11.4,73996.53
2.5,47087.14
7.6,62313.04
9.3,68265.17
14.5,83204.86
4.9,54294.97
5.4,56152.43
3.5,50247.08
12.6,77581.43
4.9,54611.84
2.9,48514.65
6.6,59773.94
1.7,44668.67
2.1,46215.01
12.3,76848.87
11.5,74106.6
8.6,65421.36
10.4,70895.2
10.4,70811.35
3.5,50921.05
2.1,45884.25
2.8,48280.98
3.4,50364.7
1.9,45980.81
2.3,46570.09
7.8,63731.89
6.8,60149.41
1.2,43546.57
4.2,52366.69
3.3,49533.13
4.0,51978.81
9.6,69275.45
6.7,60592.2
7.1,61732.71
6.4,59168.62
4.2,52429.07
14.2,83069.37
1.9,46096.73
5.4,55810.53
5.7,57534.65
2.8,48675.85
2.6,48112.82
2.5,47221.99
3.5,50451.13
10.2,70832.38
4.8,54298.54
3.6,51210.42
9.1,67567.94
8.5,65519.38
5.0,54746.8
14.2,82254.57
8.6,66007.71
1.6,45198.13
5.6,56469.99
6.9,60750.32
3.4,50107.15
1.1,43543.45
8.2,64709.64
3.8,51721.24
9.4,67770.75
6.8,60065.01
5.6,56424.76
2.7,48425.94
14.0,81999.46
3.1,49718.62
3.8,51723.88
1.4,44667.45
3.5,50447.16
8.0,64182.39
13.3,79441.9
8.0,64274.91
13.6,80688.24
7.8,63700.02
1.0,43395.71
6.6,59874.16
7.8,63106.96
3.2,49828.26
6.2,58824.76
8.8,66642.38
11.9,75539.44
1.3,44082.47
3.0,48613.22
4.6,53310.65
8.2,64563.9
7.8,62981.44
12.1,76077.42
8.1,64628.08
3.0,49488.49
6.7,59912.83
6.7,59837.43
5.6,57162.9
4.3,52972.78
4.7,53640.03
14.1,82106.07
11.7,75140.58
7.3,61652.27
11.0,73466.46
7.3,61571.35
4.9,54373.72
1.9,45324.9
14.7,84105.42
10.5,71076.4
9.4,67972.21
4.5,53972.07
7.3,62288.31
13.6,80682.96
7.9,63820.66
10.5,71614.89
2.5,47049.43
4.3,53373.77
13.3,80308.83
8.5,65698.89
13.8,81202.7
12.2,76817.44
14.4,83008.6
8.8,66652.48
4.2,52162.05
5.6,56876.16
12.3,76683.54
3.0,48778.3
7.2,61449.54
11.9,76044.04
12.0,75562.7
11.4,73831.0
12.7,77927.93
8.8,66348.11
13.1,79569.18
7.2,61938.14
4.2,52120.29
11.1,72861.15
8.9,66854.15
9.0,66530.32
12.1,76736.94
3.8,51533.66
3.2,49437.71
14.4,82719.53
8.1,64061.19
12.2,76563.47
3.5,50559.6
3.8,51087.34
9.2,67558.81
14.5,83559.46
13.1,79561.76
9.5,68908.02
1.8,45313.53
12.8,78813.09
2.4,47141.62
8.4,65043.2
8.2,64758.45
4.1,52220.12
9.8,69377.75
9.1,66809.78
2.5,47209.64
8.2,64855.9
13.2,79368.61
5.1,55200.16
14.1,82609.76
3.7,51442.56
11.6,74710.8
3.5,50372.01
13.1,79393.5
4.9,54503.11
11.2,73397.62
11.5,74921.51
12.4,77512.12
3.8,51667.1
5.5,56076.38
3.2,49219.74
10.5,71844.6
10.7,71822.3
4.9,54841.6
13.5,80812.23
9.4,68458.58
8.3,65065.5
9.4,68413.28
9.8,69040.46
6.8,60121.26
3.3,49925.72
8.4,65246.17
10.0,69887.74
6.9,60357.91
13.1,78946.43
10.0,70458.51
6.2,59083.04
5.9,57291.43
8.5,65785.16
7.9,63409.39
6.6,60214.28
13.7,81592.33
6.1,58308.03
11.6,75010.17
13.3,79723.06
12.4,77695.53
11.4,74011.72
1.1,43398.5
8.4,65076.72
7.1,61494.14
4.0,51905.76
10.9,72201.91
4.0,51738.09
1.1,43780.4
14.9,85088.23
6.1,58263.1
9.6,68697.42
3.7,51411.5
13.8,81287.08
6.3,58455.39
8.2,64245.45
10.4,70871.26
14.4,83410.05
8.8,66423.29
3.4,50566.31
6.1,58722.9
4.9,54618.21
4.0,52131.87
3.3,50141.3
10.2,70169.26
10.5,71523.69
6.0,58306.55
2.9,48814.77
12.3,77142.08
14.5,83127.67
5.3,56236.28
4.8,54025.37
13.0,79030.93
6.7,59770.75
14.6,84149.62
13.9,81451.15
10.0,69794.31
6.2,58436.58
4.7,53736.5
1.1,43729.47
4.7,54129.12
9.9,69921.12
4.2,52246.06
12.2,76321.88
4.2,52806.18
9.8,69110.76
10.3,71124.38
5.0,54932.54
11.9,76136.05
11.3,74250.37
13.2,79219.81
1.8,45522.62
1.5,44037.64
3.3,50254.52
1.0,42681.07
6.5,59687.12
5.6,57032.45
13.9,81547.0
9.5,68967.11
3.1,49585.93
3.2,49679.7
13.3,80075.91
6.3,59374.95
14.1,82710.98
9.9,70172.17
12.1,76039.84
8.4,64782.5
12.6,77794.48
3.7,51364.36
1.3,43737.13
2.9,48543.19
4.2,52760.83
1.3,43429.98
3.4,50187.63
10.9,72236.21
12.1,76202.4
10.4,71178.03
8.3,64783.82
8.4,65466.02
12.8,78719.43
5.4,55725.14
13.1,78928.88
6.0,57688.73
7.0,61124.93
9.4,67866.23
3.5,50006.44
5.0,54537.17
9.4,68575.95
5.5,56132.82
13.7,81033.45
9.4,67765.08
14.5,83685.05
5.9,58014.59
5.0,55231.58
6.5,59323.65
8.1,64115.27
8.3,64840.0
8.3,64616.82
5.4,56097.03
9.2,67350.48
8.1,64049.38
11.3,74371.89
8.4,64972.01
3.8,51022.56
7.0,60902.98
2.9,48525.66
13.8,81448.94
9.7,68801.71
4.7,54043.73
1.8,45349.5
12.0,76138.83
5.0,54936.59
4.6,53587.33
9.3,68351.73
1.1,42968.37
5.3,55694.16
1.4,44263.85
6.1,58056.95
9.6,68413.4
1.5,44290.36
6.0,57641.87
3.4,49963.0
4.0,51998.11
6.9,60748.56
3.2,49274.85
4.4,53543.67
2.5,47061.18
8.4,65508.08
13.2,79646.35
11.7,75381.54
4.8,53925.34
5.0,55448.4
13.2,79347.73
9.0,67042.97
5.4,55847.34
9.0,67262.79
5.3,55574.58
9.5,68859.34
13.9,81949.5
6.2,58668.52
14.1,81926.19
7.4,62147.96
12.1,76474.19
12.3,76599.51
2.8,48360.6
4.9,55088.71
5.2,55602.69
4.3,53259.12
14.0,82104.18
2.8,48358.93
2.5,47056.7
11.2,73788.27
7.5,62213.06
10.2,70612.14
14.2,82366.5
4.7,53784.54
5.1,55481.04
6.6,59833.79
12.9,78657.76
6.9,60797.26
6.5,59231.44
13.4,80145.69
10.9,72762.2
2.8,48181.99
2.1,45806.69
3.5,50413.15
5.9,57792.24
12.5,77384.6
5.2,56089.31
2.7,47984.28
13.0,79015.55
3.5,50645.64
12.6,78004.98
13.0,78632.91
6.4,58973.12
4.3,52984.23
9.5,68733.54
7.9,63978.13
4.3,52929.58
3.0,49311.48
9.9,69813.07
2.9,48919.38
14.9,84914.83
3.4,50245.3
2.6,47507.87
11.0,72690.6
5.3,55884.81
7.5,62893.99
12.5,77122.96
13.8,81075.75
3.9,51930.46
10.2,70335.35
1.8,45178.51
5.5,56995.63
6.0,57996.86
12.4,77119.23
1.6,45021.46
6.2,59030.56
3.1,48885.83
3.5,50427.25
2.5,47175.59
2.9,48716.18
7.4,62147.12
2.8,48085.77
13.9,82017.06
14.0,81941.91
3.4,50470.29
2.0,46141.01
7.5,62704.85
2.4,47152.42
7.5,62672.35
6.2,59024.73
3.8,51847.13
14.6,83344.26
4.8,54047.5
7.3,62250.7
13.8,81660.69
13.2,79719.27
9.6,68629.3
10.3,70544.65
2.2,46239.51
4.6,54201.99
2.5,47156.57
13.2,79521.19
5.2,55104.51
8.3,64844.93
3.3,49889.92
2.5,47066.17
11.4,73847.24
8.1,64636.52
6.3,59138.33
14.9,84997.26
10.3,70813.16
2.6,47926.52
2.0,45908.99
14.9,84980.75
9.9,69786.11
9.6,68789.01
9.8,69534.8
11.0,72919.84
5.1,54984.85
11.1,73472.01
9.2,67667.29
11.3,74292.1
3.2,49662.1
5.8,56925.78
8.3,65017.77
